id,title,image,DE,AR,EN,FR,comment
ID 2259,pḥ.wy-ḥr,https://app.vega-lexique.fr/api/files/86b54d15-e7d7-430e-b6c9-afe03573471d.svg,(ein Dekanstern),(اسم لديكان فلكي ما),(name of a decan),(nom d'un décan),"Attesté deux fois dans le temple de Dendara (Dend. X, 174, 6 et 257, 4).
Voir Neugebauer, Parker, Egyptian Astronomical Texts III, Providence, Londres, 1969, p. 164, n°69. 
Cf. les autres noms de décans formés avec pḥ.wy : pḥ.wy-ḫȝ.w, pḥ.wy-sȝbw et pḥ.wy-ḏȝ.t."
ID 2260,bht,https://app.vega-lexique.fr/api/files/04c349e7-26bc-4667-8997-37155120d0fd.svg,"Widersacher, Feinde",خَصْم ، عَدُوّ,"opponent, enemy","adversaire, ennemi","Attesté uniquement dans le temple d'Edfou.
Pastille rouge pour le TLA qui renvoie à bhȝw « réfugié, fuyard ».
Voir également bhȝ « fuir, abandonner, se retourner, faire demi-tour ».
Cf. aussi Meeks, « Dictionnaires et lexicographie de l’égyptien ancien. Méthodes et résultats », BiOr 56, 1999, col. 579."
ID 2261,ȝhr-jb,https://app.vega-lexique.fr/api/files/0e3994e0-f064-4112-b1cf-44b691e1f435.svg,Zufriedenheit,مَرَح,contentment,réjouissance,"Entrée à supprimer.
Relevé en CT VI, 263q [643] (G1T).
La bonne lecture est celle de la version (A1C) : voir la première graphie répertoriée sous l'entrée hȝr-jb / hr.t-jb / hry-jb « satisfaction »."
ID 2262,rwy,https://app.vega-lexique.fr/api/files/cfb918f4-9666-4906-b8b7-1e0ffeef5db9.svg,Flamme,شُعلة ، لَهَبُ ، لهيب,flame,flamme,"Attesté uniquement sur pHarris I (= pBM EA 9999), 27, 10 (Grandet, Harris I/2, pl. 27, l. 10).
Cf. rj.t « flamme » et rwrw « four »."
ID 2263,rwrw,https://app.vega-lexique.fr/api/files/8f63bedd-9ded-4c99-a216-4393e0da653a.svg,Ofen,فُرن,oven,four,"Attesté uniquement sur oGardiner 166, ro 7 (Allam, Hieratische Ostraka und Papyri. Transkription aus dem Nachlass von J. Černý, Tübingen, 1973, pl. 46).
Allam (Hieratische Ostraka und Papyri aus der Ramessidenzeit I, Tübingen, 1973, p. 185, n. 6) rapproche ce mot de rwy « flamme »."
ID 2264,bs,https://app.vega-lexique.fr/api/files/87ed0a41-5f90-4be0-b07a-57d752915194.svg,"Mysterium, Geheimnis; Aussehen, Bild; Einführung, Initiation", سِرّ ، لُغْز ؛ مَظْهَر ، صورَة ؛ إدخال ، إطلاع,"mystery, secret; appearance, image; introduction, initiation","mystère, secret ; aspect, image ; introduction, initiation","Cf. bsw « image secrète, effigie » et bsw « secret ».
Voir également bs « entrer, introduire, initier, conduire »."
ID 2265,pḥ.wy-sȝbw,https://app.vega-lexique.fr/api/files/c3a55364-ed8d-49c1-aef4-c55b987445f0.svg,(ein Dekanstern),(اسم لديكان ما),(name of a decan),(nom d'un décan),"Formé sur pḥ.wy « partie arrière, derrière, fin ; anus, queue, arrière-train ; cavité pelvienne ; poupe » et sȝbw « (nom d'un décan) ».
Voir Neugebauer, Parker, Egyptian Astronomical Texts III, Providence, Londres, 1969, p. 165, n°83.
Cf. les autres noms de décans formés avec pḥ.wy : pḥ.wy-ḥr, pḥ.wy-ḫȝ.w et pḥ.wy-ḏȝ.t."
ID 2266,bsw,https://app.vega-lexique.fr/api/files/f965291a-7f97-4939-bc38-638f3fddbc96.svg,"geheimnisvolle Gestalt, Bildnis",صورة سرية,"secret image, effigy","image secrète, effigie","Notamment dans l'expression bsw štȝ « effigie mystérieuse ».
Cf. bs « mystère, secret ; aspect, image ; introduction, initiation »."
ID 2267,rw / rwyw,https://app.vega-lexique.fr/api/files/37179115-2cc7-476f-8a2e-aa1ecd7a589f.svg,Stroh,قَشّ,straw,paille,"La 3e graphie est donnée par le Wb d'après l'Enseignement d'Aménémopé (= pBM EA 10474), 5, 14. Pour Laisney (Aménémopé, p. 68-69 et 331), la transcription de la désinence t du féminin est erronée. Il s'agit selon lui des deux traits obliques (Z4), comme c'est le cas sur la fiche du Wb DZA 25.861.240. Toutes les autres graphies du mot sont en effet au masculin.
Noter que Leitz (Magical and Medical Papyri, p. 65) propose la traduction « tige ».
Pour Janssen (Commodity Prices, p. 154, n. 96), dḥȝ « paille » et rwy sont synonymes, tandis que šwy / šww « herbe sèche, paille, foin ; roseaux (?) » est en tout point de vue différent des deux autres termes.
Cf. nrrw « cris de joie, exclamations »."
ID 2268,bs-nw,https://app.vega-lexique.fr/api/files/b76f5cfc-bfa5-41fa-99f5-55d71cc0aee6.svg,Eingeweihter in das Nu-Sanktuar,المُطَّلِع على المكان المُقدَس-نو,one who has access to the Nu-sanctuary,initié dans le sanctuaire-Nou,"Titre.
Attesté à deux reprises dans la tombe de Ournou à Saqqâra ; cf. Davies, El-Khouli, Lloyd, Spencer, Saqqara Tombs I. The Mastabas of Mereri and Wernu, ASEg 36, 1984, p. 23 et 28, pl. 27-29, 36B.
Cf. bs « entrer, introduire, conduire, initier » et bsj « initié (?) »."
ID 2269,pḥ-nṯr,https://app.vega-lexique.fr/api/files/beef89b4-01b1-4aeb-b34f-e7900a6fef6f.svg,göttliche Anhörung; Offenbarung,إِنْصات إلَهى ؛ وَحْي ، كَشْف ، مُجَاهَرَة,divine hearing; revelation,audience divine ; révélation,"Formé sur pḥ « atteindre, arriver à ; attaquer » et nṯr « dieu, divinité ; (objet ou être ritualisé) ».
Interprété comme une fête par le Wb et le TLA.
Pour Kruchten (Le grand texte oraculaire de Djéhoutymose, intendant du domaine d’Amon sous le pontificat de Pinedjem II, MRE 5, 1986, p. 329-331 ; id., « Un instrument politique original : la « belle fête de pḥ-nṯr » des rois-prêtres de la XXe dynastie, BSFE 103, 1985, pp. 6-26), il s'agit d'une « audience divine » suivant une session oraculaire.
Voir également Edwards (Amuletic Decrees, p. 39, n. 61), dans un contexte de visite divine."
ID 2270,pḥ,https://app.vega-lexique.fr/api/files/d9c15df7-1cf4-4cc6-942a-3b29956786fa.svg,Angreifer,مُهاجِم,attacker,attaquant,"Trois attestations de l'époque ramesside : KRI V, 25, 13 et 26, 4 (Ramsès III) ; pWilbour B 23, 8 (Ramsès V) (Gardiner, The Wilbour Papyrus, Oxford, 1941, pl. 70-70A).
Voir le verbe pḥ « atteindre, arriver à ; attaquer »."
ID 2271,rwjȝ.ty,https://app.vega-lexique.fr/api/files/fb37b626-5092-4bf8-9ba6-a8da4d10b196.svg,anders,آخَر,other,autre,"Duel.
Attesté uniquement dans l'Enseignement d'Aménémopé (= pBM EA 10474), 19, 16-17.
Employé dans l’expression rwjȝ.ty … rwjȝ.ty ... « autre ... autre ... », voir Laisney, Aménémopé, p. 177 et 351.
Selon Laisney (op. cit., p. 179 et n. 1044-1045), le premier signe r s'explique par la ressemblance de cette expression avec certaines graphies du verbe rwj « partir, quitter ; se déplacer ; s'éloigner ; expulser » qui peut être déterminé par les mêmes signes."
ID 2272,bsj,https://app.vega-lexique.fr/api/files/4e442b45-aeb0-4239-9fd1-8cda21cefa55.svg,hervorkommen; versenken; hervorquellen; aussprengen; produzieren,بَرَزَ ، ظَهَرَ ، طَفا ؛ غَرِقَ ؛ إنْدَفَع ، إنْطَلَق ؛ انتَشَر ؛ أَنْتَجَ,to emerge; to sink; to spring; to spread; to produce,émerger ; couler ; jaillir ; répandre ; produire,"Peut-être identique à bs « entrer, introduire, initier, conduire » (Kruchten, Les annales des prêtres de Karnak (XXI-XXIIImes dynasties) et autres textes contemporains relatifs à l'initiation des prêtres d'Amon, OLA 32, 1989, p. 147).
Cf. bs « produits (des champs, des montagnes) » et sbs « produire »."
ID 2273,bs,https://app.vega-lexique.fr/api/files/fe0827e5-7a5f-4c51-bb28-bf957c1b509d.svg,"Brand, Flamme",نار ، شُعلة ، لَهَبُ ، لَهيب,"fire, flame","feu, flamme","Voir bs « brûler, consumer » et bsj « initié (?) ». "
ID 2274,bs,https://app.vega-lexique.fr/api/files/e7a00932-6775-4221-89c6-c1caf19a87e9.svg,verbrennen,أحرَقَ ، أَفْنَى ، اِسْتَنْفَدَ,"to burn, to consume","brûler, consumer","Voir bs « feu, flamme ».
Voir également psj / pfs « cuire ; brûler »."
ID 2275,bhd,https://app.vega-lexique.fr/api/files/7c5b7d98-8160-4eac-abbf-0926020d4bd4.svg,"beweihräuchern, durchräuchern",بَخَّرَ,"to incense, to fumigate","encenser, fumiger","Voir bhd « respirer (le parfum), inhaler, sentir » et bhd « odeur, parfum »."
ID 2276,jȝy.t,https://app.vega-lexique.fr/api/files/402d2f8f-49a1-4dbc-80e2-d293a48769dc.svg,"Greise, Weisen",مُسِنون ، شيوخ ، حكماء,"old men, wise men","vieillards, sages","Collectif.
Également employé comme épithète divine ; cf. LGG I, 100c et Borghouts, van der Plas.
Voir jȝw / jȝw.t « vieil homme / vieille femme ; personne âgée », jȝwj « vieillir, devenir âgé, atteindre un grand âge ; vieux, âgé », jȝwy / jȝw « vieillesse, grand âge », jȝw.t « vieillesse, grand âge » et Jȝw.ty « les Deux vieilles femmes »."
ID 2277,bḥ,https://app.vega-lexique.fr/api/files/8d9e612f-ccf9-4d52-b540-52cc486cb5c3.svg,(ein Gerbmittel für Leder),(مادة ما لدِبَاغَة الجِلد),(a tanning agent for leather),(matériel pour le tannage du cuir),"Attesté uniquement sur pLansing (= pBM EA 9994), ro, 4,5 ; cf. Gardiner, Late Egyptian Miscellanies, BiAeg 7, 1937, p. 103, l. 7 ; Caminos, LEM, p. 305."
ID 2278,rwry.t,https://app.vega-lexique.fr/api/files/542ddb56-e6ba-44b4-872e-2b4f8ed5d5ae.svg,Holzbrett,لَوْح,board,planche,"Attesté uniquement dans les papyri d'Héqanakht, Compte V (= pMMA 22.3.520), vo, 6. Voir Allen, Heqanakht, pl. 42-43.
La première graphie est donnée par les dictionnaires, tandis que la seconde est celle d'Allen, qui translittère rwy.t.
Voir rwd.t / rwḏ.t « (une pièce de bois, planche) »."
ID 2279,bḥnr / bw-ḥnr,https://app.vega-lexique.fr/api/files/6f766c1f-39c6-47b8-8a35-35b2ac1c5011.svg,"Mangel, Defekt, Verwirrung",نَقْْص ، عَيْب ، إِرْباك ، اضْطِراب,"lack, default, confusion","manque, défaut, désarroi","Attesté uniquement dans pHarris 500 (= pBM EA 10060), ro 2, 11 ; cf. Mathieu, Poésie amoureuse, pl. 9.
Selon Meeks (« Les emprunts égyptiens aux langues sémitiques durant le Nouvel Empire et la Troisième Période Intermédiaire : les aléas du comparatisme », BiOr 54 1/2, 1997, p. 41), probablement à lire bw-ḥnr, où ḥnr serait une graphie de ḥȝ-n=j ; voir dans ce cas bw « lieu, endroit, place » pour former les noms d'abstractions et ḥȝ / ḥl « Ah si (interjection) » et ḥȝ / ḥl « nécessité, manque »."
ID 2280,bḥqq,https://app.vega-lexique.fr/api/files/581b181a-f28e-41f0-baa1-fcb99111df12.svg,(eine Frucht ?),(ثَمَرَة ما ؟),(a fruit ?),(un fruit ?),"Pour le Wb, terme différent de ḥqq « (un pain ; un fruit) ».
Pour le TLA, même mot que ḥqq « (un fruit) ».
Voir peut-être qwqw «(un fruit) ; noix de palmier doum »."
ID 2281,jȝw / jȝw.t,https://app.vega-lexique.fr/api/files/225382c3-1b53-4e9a-a18f-524ab33e40ea.svg,"Gebet, Lobpreis, Anbetung",صلاة ، مديح ، عبادة,"prayer, praise, adoration","prière, louange, adoration","Notamment dans les constructions :
jȝw n=k « Louange à toi ! » ;
jȝw qȝ « louanges fortes » ;
jrj jȝw / jȝw.t « prier, louer » ;
rd.t jȝw / jȝw.t « louer, honorer ».
Aussi dans l'expression m jȝw jḥy « en louange et en musique ».
Noter que certains dictionnaires enregistrent ce substantif dans la même entrée que le verbe jȝj / jȝw « réciter des prières, louer, adorer ; loué ».
Pour une discussion sur ces termes, voir Meeks, « La prière en Égypte : entre textualité et oralité », dans Dorival, Pralon (éd.), « Prières méditerranéennes hier et aujourd'hui ». Actes du Colloque organisé par le Centre Paul-Albert Février, Maison Méditerranéenne des Sciences de l'Homme (Aix-en-Provence, 2-3 avril 1998), Aix-en-Provence, 2000, p. 9-23."
ID 2282,bḫn,https://app.vega-lexique.fr/api/files/7125cf0b-8ced-4e7f-b407-1c0bfb32308e.svg,—,—,—,—,"Mot à supprimer.
Relevé en Pyr. 1633a [593].
Le signe du grand cercle (Y24) a été interprété comme le signe du placenta (Aa1) par le Wb.
Mauvaise lecture de bn / bnw « s'échapper, s'éloigner » (cf. Allen, Inflection, p. 569, s.v. bnw)."
ID 2283,bḫn,https://app.vega-lexique.fr/api/files/86c08cc8-6156-4374-a169-bd498f440083.svg,(Holz) zerschneiden,قَطَعَ (الخَشب),to cut (wood),couper (du bois),"Uniquement en Edfou II, 207, 6-7. 
Le TLA renvoie à bḥn « couper, trancher ; punir ; éliminer (la querelle, le mensonge) »."
ID 2284,jȝ,https://app.vega-lexique.fr/api/files/23f63b68-2fdf-40f2-896a-7184eef0b75c.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Relevé en CT III, 352a [252], dans une glose présente uniquement dans la version T3C.
Borghouts et van der Plas (CTWI, p. 124) découpent la séquence différemment : ils incluent le signe mj (W19) qui la précède, excluent le déterminatif de l'homme assis (A1), et classent cette référence sous mjȝ « (sens inconnu) »."
ID 2285,ʿršn,https://app.vega-lexique.fr/api/files/c38e3c9a-260b-407d-8be8-49778df04e9c.svg,Linsen (Lens culinaris Medik.),عدس (.Lens culinaris Medik),lentils (Lens culinaris Medik.),lentille (Lens culinaris Medik.),"Voir peut-être ʿršn « (une maladie de peau) »."
ID 2286,jȝwy,https://app.vega-lexique.fr/api/files/63a91f23-00f3-425a-a8c9-8bece0719a05.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans CT VII, 168j [953].
Van der Molen est le seul à enregistrer ce mot, mais ne propose aucune traduction. Barguet (Les Textes des sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 89) et Faulkner (The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 87) ne le traduisent pas.
Carrier (Textes des Sarcophages du Moyen Empire égyptien III, Monaco, 2004, p. 2053) propose « vieillesse (?) » ; voir jȝwy / jȝw « vieillesse, grand âge »."
ID 2287,pḥ,https://app.vega-lexique.fr/api/files/0cedb8a5-1c31-4d55-b842-6f6390416e51.svg,Euter,خِلْف ، حَلَمَةُ الضَّرْع,udder,pis,"Mot à supprimer.
Relevé dans Kôm Ombo II, 61, n° 64.
À lire npḥ(w) « (une partie du corps au niveau du bassin) ; mamelle, pis » : le signe du siège ou de la natte (Q3) doit être corrigé en celui du pot (W24).
Pastille rouge pour le TLA qui renvoie à npḥw « (une partie du corps au niveau du bassin) ; mamelle, pis » ; cf. Osing, « Recension de Takács, Etymological Dictionary of Egyptian I. A Phonological Introduction, HdO 48, 1999 », BiOr 58, 2001, col. 570.
Voir également le mot faux pḥ « viscère »."
ID 2288,pḥ,https://app.vega-lexique.fr/api/files/9a2f7501-f21d-4fd6-bcae-aedeb9753ffc.svg,Eingeweide,أَحْشاء,viscera,viscère,"Mot à supprimer.
Relevé en Pyr. 1548a [580].
Mauvaise lecture de la séquence qui inclut le signe précédent de la chouette (G17).
Pour Faulkner (The Ancient Egyptian Pyramid Texts, Oxford, 1969, p. 235, n. 4), lire mpḥ « pis » (c'est-à-dire pḥ.wy « partie arrière, derrière, fin ; anus, queue, arrière-train ; cavité pelvienne ; poupe » précédé d'une préformante m).
Allen (The Ancient Egyptian Pyramid Texts, WAW 23, 2005, p. 185) préfère la traduction « scrotum ».
Pastille rouge pour le TLA qui renvoie à npḥ(w) « (une partie du corps au niveau du bassin) ; mamelle, pis ». 
Cf. également le mot faux pḥ « pis »."
ID 2289,wȝḏ,https://app.vega-lexique.fr/api/files/45f97cb3-cfc8-4b04-8edd-e78516e9ef1c.svg,(ein grüner Stein),(حَجَر أخضر ما),(a green stone),(une pierre verte),"Identifiée avec la malachite, la chrysocolle et d'autres pierres vertes semi-précieuses ; cf. Daumas, « Les textes géographiques du Trésor D’ du temple de Dendara », dans Lipiński (éd.), State and Temple Economy in the Ancient Near East II. Proceedings of the International Conference organized by the Katholieke Universiteit Leuven from the 10th to the 14th of April 1978, OLA 6, 1979, p. 695 et n. 49.
Notamment dans les expressions : 
wȝḏ-šmʿ « (une pierre verte) », peut-être la malachite, le jaspe vert ou la chrysoprase ;
šs(ȝ)y.t n(y).t wȝḏ « poudre-chésayt de malachite ».
Cf. wȝḏ « devenir vert, frais, florissant ; prospérer, faire prospérer ; vert, frais, florissant, prospère », wȝḏ.t « (une pierre verte) » et wȝḏwȝḏ.t « (un minéral »). 
Voir également jnf / jnfw « (un minéral ?) », qmy.t « (une résine, une gomme) », ḥḏ.t (un minéral ?) » et šsm.t « (un minéral) ; malachite »."
ID 2290,phtj,https://app.vega-lexique.fr/api/files/f64aaf8d-3be3-44e3-8912-a1e71428a545.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Employé en contexte magique.
Attesté uniquement dans Pyr. 422b [281]. 
Employé avec pṯtj « (sens inconnu) » dans le même passage."
ID 2291,ʿb.t,https://app.vega-lexique.fr/api/files/e8f88bf7-346b-4985-8a2c-b2479ea0c487.svg,"Zuneigung (?), Beziehung (?); Gesellschaft (?)",ترابُط (؟) ، عِلاقة (؟) ؛ صُحبة (؟),"attachment (?), connection (?); company (?)","attachement (?), relation (?) ; compagnie (?)","Sens non assuré.
Cf. ʿb « unir, réunir »."
ID 2292,wȝḏ.t,https://app.vega-lexique.fr/api/files/6f8d802d-16ec-40ba-9313-f7e4393adfd6.svg,(ein grüner Stein),(حَجَر أخضر ما),(a green stone),(une pierre verte),"Selon Collier et Quirke (Lahun Letters, p. 91), pourrait désigner la fritte verte.
Cf. également wȝḏ « (une pierre verte) »."
ID 2293,bs,https://app.vega-lexique.fr/api/files/4b0f2c66-10a8-421f-95a4-23f2284b28b5.svg,(nichtenklitische Partikel),,(non-enclitic particle),(particule non-enclitique),"Particule non-enclitique introduisant les conditionnelles ; cf. Neveu, La langue des Ramsès. Grammaire du Néo-égyptien, Paris, 1996, p. 197."
ID 2294,wȝḏw,https://app.vega-lexique.fr/api/files/e973bcc5-e7fe-4b85-be72-a644303de3a6.svg,grüne Augenschminke; Grün (Farbe); grünes Augenwasser,ظل عين أخضر ؛ أخضر (لون) ؛ قطرة خضراء للعين,green eye-paint; green (color); green eyewash,fard à paupières vert ; vert (couleur) ; collyre vert,"Cf. wȝḏ « devenir vert, frais, florissant ; prospérer, faire prospérer ; vert, frais, florissant, prospère ». "
ID 2295,ʿb,https://app.vega-lexique.fr/api/files/2ee82bc7-0e7e-400b-ab28-c5bb1bd6448d.svg,wohlgefällig sein,صار رَخَاخاً ، ليناً,to be pleasant,être agréable,"Attesté uniquement en Dend IV, 45, 13, dans la séquence (...) ʿb.t jnm traduite par Cauville « (...) à la peau satinée ».
Comparer avec ʿȝb « être agréable ». "
ID 2296,bs,https://app.vega-lexique.fr/api/files/175376e8-dbb5-46bc-b62c-abe47e2aef9a.svg,"Erzeugnis (des Feldes, der Berge)",منتجات ( محاصيل الحقول ، جبال),"product (of the fields, of the mountains)","produits (des champs, des montagnes)","Cf. bsj « émerger ; couler ; jaillir ; répandre ; produire »."
ID 2297,bs,https://app.vega-lexique.fr/api/files/c0aa402e-cae4-40cc-9579-275e3bc6da1a.svg,Trockenwuchs (?),عَفَن (؟),mold (?),moisissure (?),"Attesté uniquement en Edfou VI, 253, 3.
D'après Wilson, peut-être lié à bsw « putréfaction ; enflement ; écoulement (morbide) (?) »."
ID 2298,bsw,https://app.vega-lexique.fr/api/files/eebdb4fe-1dba-4cc1-af96-f473c7691294.svg,Fäulnis; Schwellung; (morbid) Hervorquellung (?),نَتَانَة ؛ إنْتِفَاخ ؛ إِفْرَازات (مرضية),putrefaction; swelling; (morbid) discharges (?),putréfaction ; enflement ;  écoulement (morbide) (?),"Cf. bs « moisissure (?) » et bsw « (une maladie ?) » et ḥmw « (sens inconnu) ».
Voir peut-être bsbs « (une maladie) »."
ID 2299,bsw,https://app.vega-lexique.fr/api/files/778a37c0-849e-413d-9926-b78a6bad4970.svg,(eine Krankheit ?),(مَرَض ما ؟),(a disease ?),(une maladie ?),"Attesté uniquement dans pBerlin ÄM 3038, 5, 2 [Bln 52], cf. Grundriss 5, p. 412.
Variante graphique de bsw « putréfaction ; enflement ; écoulement (morbide) (?) ».
Voir peut-être bsbs « (une maladie) »."
ID 2000,bḥn.t,https://app.vega-lexique.fr/api/files/d240afba-75c1-407f-9546-5770cf691d28.svg,Messer,سكين,knife,couteau,"Cf. bḥn « couper, trancher ; punir ; éliminer (la querelle, le mensonge) »."
ID 2001,bḥn,https://app.vega-lexique.fr/api/files/fd6479da-b250-4378-b64d-98f8c8d7ad08.svg,Zerstückelung (als Strafe) ,بَتْرُ الأطراف (كعقوبة),dismemberment (as punishment),démembrement (comme punition),"Cf. bḥn « couper, trancher ; punir ; éliminer (la querelle, le mensonge) »."
ID 2002,bḥn,https://app.vega-lexique.fr/api/files/95ccb07c-5a29-4e31-8aff-b8097e971a56.svg,"zerschneiden; bestrafen; (den Zank, die Lüge) beseitigen",بَتَرَ ، قَطَعَ ؛ عاقب ؛ قضى على (النزاع ، الكذب),"to cut; to punish; to eliminate (a quarrel, a lie)","couper, trancher ; punir ; éliminer (la querelle, le mensonge)","Notamment dans les expressions :
bḥn šnn « punir, éliminer le désordre, la souffrance » ;
bḥn ḏw « supprimer le mal ».
Van der Molen signale une variante graphique bḥ en CT V, 41d [378] (TIL).
Le TLA (Lemma n° 858410) propose « attraper (?) » pour la référence à ce mot en CT II, 116g [106].
Cf. bḥn.t « couteau », bḥn « démembrement (comme punition) », bḥn « sens inconnu » et bḫn « couper (du bois) ».
Voir également ḥbn « tuer, abattre », ḥbd « trancher », ḥnb et ḥnbb « massacrer »."
ID 2003,bḥn,https://app.vega-lexique.fr/api/files/4132573f-4cc2-4576-a9cf-831b9d9e3002.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Verbe.
Le TLA renvoie à bḥn « couper, trancher, punir ; éliminer (la querelle, le mensonge) »."
ID 2004,pds,https://app.vega-lexique.fr/api/files/fbe06e7d-3318-4318-b255-6dd41752a7be.svg,Türblatt (?),لوح خشب (؟),wood panel (?),panneau de bois (?),"Attesté uniquement dans Edfou VII, 7, 4.  D'après Cauville, Devauchelle (« Le temple d’Edfou : étapes de la construction. Nouvelles données historiques », RdE 35, 1984, p. 37), la signification est douteuse.
Peut-être identique à pds « coffre, boîte ».
Cf. pds « fendre ; écraser, aplatir ; détruire »."
ID 2005,pddw,https://app.vega-lexique.fr/api/files/08b0e43c-ee84-42c2-b5ee-5367992af42a.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Produit non identifié. 
Pour Westendorf (Handbuch Medizin, p. 504), à rapprocher de pdw « fluides (d'un cadavre) ».
Pour Bardinet, employé dans l'expression ẖr(y) n(y) pddw « partie-khéry du produit-pédédou », dans les textes médicaux. Noter toutefois que le premier terme de cette expression pourrait aussi se lire ẖry / ẖrw / ẖr(y).t « (ce/celui/celle) qui est sous, dessous, avec ; ci-dessous ; inférieur(e) »."
ID 2006,wbn,https://app.vega-lexique.fr/api/files/4bc67419-ac16-4dcd-ba9e-03931450423b.svg,anschwellen (?); aufgehen (?),جاشَ (؟) ؛ تَصَاعَد (؟),to swell up (?); to rise (?),enfler (?) ; se lever (?),"Attesté uniquement en CT VII, 395a [1099] (B3L).
Toutes les autres versions donnent wbs « enfler ; être en crue ».
Borghouts et van der Plas enregistrent cette référence sous wbn « se lever, briller ; révéler »."
ID 2007,mȝʿ,https://app.vega-lexique.fr/api/files/5159dcac-e262-4b2c-99e9-a50fdd4a1ad2.svg,"wahr, gerecht, echt; richtig werden, in Ordnung sein",عادِل ، صَحيح ؛ أصبح عادِلاً، أصبح في نظامٍ,"true, right, genuine; to become just, to be in order","vrai, juste, véritable ; devenir juste, se trouver en ordre","Antonyme de ẖȝb « devenir tordu, courbé, devenir malhonnête ; tordu, courbé, malhonnête » et ḫbn « déformer, fausser, se montrer déformé, se montrer faux ; commettre un crime ».
Pour les nuances dérivées du verbe, voir mȝʿ « conduire, diriger ; envoyer ; tendre, étirer (une partie du corps) » et mȝʿ « présenter, offrir, faire une offrande ».
Voir également le causatif smȝʿ « rendre juste, mettre en ordre, réguler ; diriger, indiquer ; présenter, offrir ».

Notamment dans les composés : 
mȝʿ-ḫrw « devenir justifié, triomphant » ;
mȝʿ-ḫrw « justification, triomphe » ;
mȝʿ-ḫrw « justifié, juste de voix » ;
wn-mȝʿ « vérité, réalité ; véritable » ;
bw-mȝʿ « vérité, vrai, rectitude, justesse, justice » ;
qȝb-mȝʿ « rectum ».

Également dans les constructions et expressions :
m-šs mȝʿ « véritablement utile, efficace ; parfaitement conforme » ;
m-šs mȝʿ « parfaitement, complètement » (adverbe) ;
m-šs mȝʿ ḥḥ n(y) sp « véritablement efficace, utile un million de fois » ;
mȝʿ N « N a raison » (formule juridique ; antonyme de ʿḏȝ N « N a tort ») ;
mȝʿ šm.t « à la marche régulière » ;
nḏrj mȝʿ !  « saisissez bien ! » ;
ḫsbḏ mȝʿ « lapis-lazuli véritable » ;
smȝʿ-wḏʿ-mdw mȝʿ « véritable régulateur du jugement » ;
šs mȝʿ « vraiment excellent, véritablement efficace » ;
šsr ʿnḫ mȝʿw « plan de vie juste » ;
grw mȝʿ « vrai sage » ;
ṯȝy mȝʿ « homme véritable » ;
ṯḥn.t mȝʿ.t « faïence véritable ; (un minéral précieux) » ;
ḏʿm m mȝʿ « électrum véritable ».

Voir également mȝʿ « tendre un cordage, haler », mȝʿw « exactitude ; régularité », mȝʿw « bonne direction ; clauses, dispositions », mȝʿ(w) « vent (favorable) ». 
Cf. mȝʿ.t « maât ; ordre ; vérité ; justice » et mȝʿ(w) « correctement, vraiment ».
Voir aussi jnr « pierre, bloc » et sjȝ-n-ḥȝty « (sens inconnu) ». "
