id,title,publication_date,status,image,DE,AR,EN,FR,comment,fuente de transliteración
ID 10110,jtrw,"Published the Oct 21, 2024 at 9:16",validated,https://app.vega-lexique.fr/api/files/286c1099-d604-4d11-8c2c-192b4fe50bad.svg,"Strom, Fluss, Nil; Nilarm, Kanal",نهر ، النيل ؛ فَرْع من النيل ، قناة,"river, Nile; Nile arm, canal","fleuve, Nil ; bras du Nil, canal","Notamment dans les constructions et expressions :jtrw jmnty « le bras occidental » (région productrice de vin) ;jtrw ʿȝ « le grand fleuve, la branche principale du Nil » ;j{t}rw.w nb(.w) n(y).w Šmʿw Mḥw « tous les fleuves de Haute et de Basse-Égypte » ;jtrw n(y).w Km.t « les eaux navigables de l’Égypte » ;nȝ jtrw.w « les cours d’eau » ;ḥp.t n(y.t) jtrw « le cours du fleuve » ;ḥr jtrw « sur le fleuve ; dans le fleuve » ;šsp-jtrw / šsp.t-jtrw « (une fête) », littéralement « l'accueil de la crue du Nil » ;qmȝw n jtrw « jeté au fleuve/proie pour le fleuve » ;tp-jtrw « fluvial ; embarcadère ; (une fête) » ;ḏȝj jtrw « traverser un cours d’eau ».Également dans l'épithète ḫfḫf(w) / ḫfḫf(w).t jtrw « celui / celle qui fait déborder le fleuve » (cf. LGG V, 724b et 725a).Sur le Nil, voir en dernier lieu Willems, Dahms (éd.), The Nile: Natural and Cultural Landscape in Egypt, Mainzer historische Kulturwissenschaften 36, 2017.Cf. jtrw « itérou (une mesure de distance, de longueur) ».Voir également jtr.t « sanctuaire, chapelle ; niche ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Grapow (H.), Wörterbuch der ägyptischen Drogennamen, Grundriss der Medizin der Alten Ägypten 6, Berlin, 1959.', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None, 'Erichsen (W.), Demotisches Glossar, Copenhague, 1954.', 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.', 'Crum (W.E.), A Coptic Dictionary, Oxford, 1939 (réimpr. 1962).', 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).', 'Černý (J.), Coptic Etymological Dictionary, Londres, 1976 (réimpr. 2010).', 'Vycichl (W.), Dictionnaire étymologique de la langue copte, Louvain, 1983.']"
ID 10111,jtrw,"Published the Jul 27, 2020 at 15:18",validated,https://app.vega-lexique.fr/api/files/724fad2c-c8d4-40b3-9e83-3c706bfaa687.svg,"Iteru (ein Wegemaß, ein Längenmaß)",إيترو (مِقياس ما للمسافة ، أو الطول),"iteru (a measure of distance, of length)","itérou (une mesure de distance, de longueur)","Mesure fluviale correspondant à 20 000 coudées (mḥ) et équivalent le plus souvent à 10,46 km, mais dont la valeur peut varier d’une région à l’autre et au cours du temps.Généralement identifiée au schène (Σχοῖνος) grec.Aussi appelée jtrw n(y) sqdw.t « itérou de navigation ».Sur cette mesure, voir notamment Beinlich, « Das Iteru-Maß nach dem “Buch vom Fayum” », MDAIK 43, 1987, p. 1-5 ; Priskin, « Reconstructing the Length and Subdivision of the iteru from Late Egyptian and Graeco-Roman Texts », DiscEg 60, 2004, p. 57-71.Cf. jtrw « fleuve, Nil ; bras du Nil, canal ».Voir également ḥtp.t « (une unité de mesure) » et ḫt-n(y)-nwḥ / ḫt « (une mesure de longueur) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None, None, 'Erichsen (W.), Demotisches Glossar, Copenhague, 1954.', 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.']"
ID 10112,jtr.w,"Published the Jul 19, 2023 at 12:20",validated,https://app.vega-lexique.fr/api/files/f7e17c40-e8c6-4b0a-b8d9-083e29b7d077.svg,"Zeiten, Momente, Jahreszeiten",أزمِنة ، أوقات ، مواسِم,"times, moments, seasons","temps, moments, saisons","Pluriel de tr « temps, (bon) moment, heure, période, saison ».Notamment dans les constructions et expressions :r jtr.w=f « à ses moments (appropriés) » ;r jtr.w=s mty « à ses saisons appropriées » ;kȝ.t jtr.w « travail saisonnier ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10113,jtrn / jtwrn,"Published the Sep 5, 2023 at 15:40",validated,https://app.vega-lexique.fr/api/files/2f01cf8e-5b58-4f50-bd00-809b3ee61f5a.svg,(ein Holz),(خشب ما),(a wood),(un bois),"Attesté uniquement sur la seconde stèle de Kamosis (Louqsor J 43), l. 14 ; cf. Habachi, The Second Stela of Kamose and his Struggle against the Hyksos Ruler and his Capital, ADAIK 8, 1972, p. 37 et pl. VI.Translittération incertaine.Selon Charpentier, il s'agirait d'un bois syrien.Noter que Meeks (« Les emprunts Égyptiens aux langues sémitiques durant le Nouvel Empire et la Troisième Période Intermédiaire. Les aléas du comparatisme », BiOr 54/1-2, 1997, col. 36, n. 37), qui propose la translittération jtwrn, rapproche ce terme de jtrr / jtll « (sens inconnu) ».","['Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', None]"
ID 10115,jtḥ,"Published the Jul 27, 2020 at 16:55",validated,https://app.vega-lexique.fr/api/files/dedf10fa-0836-4666-9f9b-369504493feb.svg,"ziehen, schleppen; ausziehen, herausreißen; (ein Bogen) spannen",شَدَّ ، سَحَبَ ؛ خَلَعَ ؛ ثَنىَ (القوس),"to pull, to drag; to pull off; to draw (a bow)","tirer, traîner ; enlever, arracher ; bander (un arc)","Notamment dans les constructions et expressions :jtḥ-jb « présomption, supposition » ;jtḥ jnr « tirer une pierre, un bloc » ;jtḥ mt « aspirer une veine » ;jtḥ mt(y) « tirer la corde » (rituel consistant à briser le sceau fermant la porte d’une chapelle) ;jtḥ ns « arracher la langue » ;jtḥ ẖnm.t « puiser de l’eau d’un puits » ;jtḥ ṯȝw « respirer » ;jtḥ(w).w-jnr.w « tireurs de pierres, de blocs ».Noter également les sens « attraper, oiseler » ; cf. Meeks, AnLex 79.0378.Voir la variante rtḥ « tirer ».Cf. également jtḥ « (une désignation de bovin) », jtḥ « (un pain) » et jtḥ.w « prisonniers ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None, None, 'Erichsen (W.), Demotisches Glossar, Copenhague, 1954.', 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.', 'Crum (W.E.), A Coptic Dictionary, Oxford, 1939 (réimpr. 1962).', 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).', 'Černý (J.), Coptic Etymological Dictionary, Londres, 1976 (réimpr. 2010).', 'Vycichl (W.), Dictionnaire étymologique de la langue copte, Louvain, 1983.']"
ID 10116,ndb.w,"Published the Jul 27, 2020 at 16:56",problematic,https://app.vega-lexique.fr/api/files/63cc3d01-e00e-4d90-9ef7-9783357ffbf4.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans pLondres UC 32352, au pluriel ; cf. Collier, Quirke, Lahun Accounts, p. 104.Dans une séquence très fragmentaire.",[]
ID 10117,ndb.t,"Published the Jul 27, 2020 at 16:58",problematic,https://app.vega-lexique.fr/api/files/145c11c6-3171-4db7-857b-d5ffee6db589.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans oDeM 1091 (= oIFAO 2087), vo 3 ; cf. Grundriss 5, p. 439 ; Posener, Catalogue des ostracas hiératique littéraires de Deir el Médineh, DFIFAO 1, 1934, pl. 49.Le Grundriss 7 précise que les déterminatifs de l'homme assis (A1) et de la femme assise (B1) ne sont pas certains.Pour Westendorf (Handbuch Medizin, p. 314), dériverait de ndb « porter à ses lèvres, buvoter, goûter », pour désigner un remède liquide.Bardinet (Les papyrus médicaux de l’Égypte pharaonique, Paris, 1995, p. 479) ne propose pas de traduction.","['Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).']"
ID 10118,ndp,"Published the Jul 27, 2020 at 16:59",problematic,https://app.vega-lexique.fr/api/files/b390505a-7286-4c1f-be34-d71386155589.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Verbe.Attesté uniquement en CT VII, 482c [1136].Barguet (Les Textes des Sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 668) et Faulkner (The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 173) ne proposent pas de traduction.","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None]"
ID 10119,ndfdf,"Published the Jul 27, 2020 at 17:00",problematic,https://app.vega-lexique.fr/api/files/a85f70cf-d34c-46d6-975d-67d2e4948064.svg,tröpfeln; tränen,أَقْطَرَ ؛ بَكى,to drip; to cry,goutter ; pleurer,"Attesté uniquement en Pyr. 113a [212] et 695a [400].Au sujet de l'Œil d'Horus.La traduction « goutter » est privilégiée par les traducteurs.D'après Ward (« Notes on Some Egypto-Semitic Roots », ZÄS 95, 1968, p. 70-71), il s'agirait d'une réduplication d'une racine *df « goutter, déborder », elle-même d'origine sémitique, associée à une préformante n-.Cf. ḏfḏf « goutte ».Voir également Mndftj « Ménédefti ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None, None, 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).']"
ID 10120,ndm / nḏm.t,"Published the Nov 10, 2020 at 14:45",validated,https://app.vega-lexique.fr/api/files/2763656c-80db-462d-9513-c844fc9f8d02.svg,Thron,عَرش,throne,trône,"Attesté seulement aux époques ptolémaïque et romaine.D'après Wilson (PL, p. 568), peut-être dérivé de nḏm « s'asseoir, s'installer ».Voir également ndm « seigneur ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10121,ndm,"Published the Sep 1, 2020 at 15:47",validated,https://app.vega-lexique.fr/api/files/06175206-03d4-407a-bb20-cf826571989b.svg,Herr,سيد,lord,seigneur,"Attesté seulement dans le temple d'Edfou.Notamment dans l'épithète ndm ndb « le seigneur de l'aile / du vol » (cf. LGG IV, 578c).D'après Wilson, peut-être formé sur ndm / nḏm.t « trône », pour désigner « celui du trône », c'est-à-dire le souverain.Cette analyse impliquerait qu'il s'agisse d'un nisbé défectif nḏm(y). En revanche, il s’agit peut-être d’une figure métonymique par laquelle le lieu où s’exerce la fonction, le trône ndm, désigne le titulaire de la fonction, le roi. Dans ce cas, le mot est interchangeable et reste le même dans les deux emplois : pour désigner le trône ou pour désigner le roi.Voir également nḏm « s'asseoir, s'installer ».","['Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).']"
ID 10122,ndsds,"Published the May 28, 2024 at 15:53",problematic,https://app.vega-lexique.fr/api/files/f85b15b3-82c6-498f-9235-8596f438d892.svg,teilen,قَسَمَ ,to cut apart,diviser,"Attesté seulement dans les Textes des Pyramides et les Textes des Sarcophages.D'après Mathieu (Les textes de la pyramide de Pépy Ier, MIFAO 142, 2018, p. 110, n. 323), formé sur ds « couper ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None]"
ID 10123,ndd,"Published the Jul 27, 2020 at 17:16",wrong,https://app.vega-lexique.fr/api/files/e8e191af-d73d-413f-840b-b861671ac31f.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Mot à supprimer.Relevé dans le Livre des Portes, 7e heure, registre médian (scène 45) ; cf. Hornung, Das Buch von den Pforten des Jenseits. Nach den Versionen des Neuen Reiches I, AegHelv 7, 1979, p. 259 ; id., The Egyptian Book of Gates, Zurich, 2014, p. 248.Erreur de transcription du dernier signe, qui doit être lu comme celui de la bouche (D21) et non comme celui de la main (D46). Il s’agit d’une occurrence de nḏrj « prendre, saisir, attraper ; suivre, obéir » à la forme participiale nḏr(w) « celui qui saisit, le saisisseur ».Cf. aussi nḏrjw / nḏry « chasseur ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).']"
ID 10124,ḥnk.t,"Published the Jul 27, 2020 at 17:16",validated,https://app.vega-lexique.fr/api/files/d0dcd345-fefd-4419-a6c1-b682b50e3cd1.svg,Schlafzimmer,غرفة للنوم,bedroom,chambre à coucher,"Pièce d’une maison, d’un palais ou d’un temple.En contexte funéraire, désigne la salle où se trouve le lit funéraire.Notamment dans les titres :jry-ḥnk.t « préposé à la chambre » ;ḥr(y)-pr n(y) ḥnk.t « domestique de la chambre » ;sḏmw n(y) ḥnk.t n(y.t) nb Tȝ.wy « auditeur de la chambre à coucher du seigneur du Double-Pays ».Également dans la formule de protection sȝ ḥnk.t « protection de la chambre à coucher ».Cf. ḥnky.t / ḥnkw.t « lit ; linge ».Voir peut-être également sšn-n(y)-ḥnky.t « (une résine ?) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10125,ḥnky.t / ḥnkw.t,"Published the Jul 27, 2020 at 17:18",validated,https://app.vega-lexique.fr/api/files/65cc53e6-8e55-44d6-8481-8cc51e5c65a8.svg,Bett; Wäsche,سرير ؛ بَيَاضَات,bed; linen,lit ; linge,"Désigne également le lit funéraire.Notamment dans le mot composé s.t-ḥnky.t « parloir », le titre sḏȝwty n(y) ḥnky.t « chancelier du lit / linge » et dans le titre de livre Sḥ n(y) ḥnky.t « Pavillon du lit ».Noter qu’à partir du Nouvel Empire, le terme courant pour désigner le lit est ḥʿt « lit ; trône » ; cf. Caminos, LEM, p. 399, n. (8,6) et Janssen, Commodity Prices, p. 240.Cf. ḥnk.t « chambre à coucher » et ḥnkw.t « (sens inconnu) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10126,ḥnmjw,"Published the Jul 27, 2020 at 17:18",validated,https://app.vega-lexique.fr/api/files/15352f42-4820-41a5-a135-652adcd526a2.svg,(ein Gefäß),(إناء ما),(a vessel),(un vase),"Attesté uniquement sur un bloc du temple d’Abydos ; cf. Daressy, « Notes et remarques », RecTrav 24, 1902, p. 163-164 (CXCVIII), et Urk. IV, 206, 12.Vase en bronze (ḥsmn) dans une liste de récipients. ",[]
ID 10127,ḥnk.t,"Published the Jul 27, 2020 at 17:19",validated,https://app.vega-lexique.fr/api/files/aa72995d-daf5-43ba-98cf-e245066d8766.svg,(ein Korb; ein Kasten),(سَل ما ؛ صندوق ما),(a basket; a chest),(un panier ; un coffre),"Sur cet objet, voir Jéquier, « Note sur deux hiéroglyhes », BIFAO 7, 1910, p. 89-94, et Ziegler, « La fausse-porte du prince Kanéfer “fils de Snéfrou” », RdE 31, 1979, p. 130, n. 30.Dérive de ḥnk « offrir, faire une offrande, présenter ».Cf. ḥnk.t « offrande, donation » et ḥnkw « plateau (de balance) ; (un panier, un sac) ».",[None]
ID 10128,ḥnkw,"Published the Jul 27, 2020 at 17:20",validated,https://app.vega-lexique.fr/api/files/8581f41a-8304-4bfd-8c80-853aee98abfc.svg,"(Waage)Schale; (ein Korb, eine Tasche)",كفة (ميزان ما) ؛ (سَلة ما ، حقيبة ما),"(scale-)pan; (a basket, a bag)","plateau (de balance) ; (un panier, un sac)","Également employé comme unité de mesure.Sur cet objet, voir James, The Ḥeḳanakhte Papers and Other Early Middle Kingdom Documents, PMMA 19, 1962, p. 138-139.Sur l’emploi du signe du joug en CT II, 203a [146] (3e et 4e graphies), voir Schneider, Shabtis I, Leyde, 1977, p. 54, n. d.Cf. ḥnk.t « (un panier ; un coffre) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10129,ḥnk.w,"Published the Jul 27, 2020 at 17:21",validated,https://app.vega-lexique.fr/api/files/9bb4a3dd-5533-4539-a753-cf22351ff02d.svg,Ziegeln,طُوب,bricks,briques,"Attesté uniquement en Dend. XII, 92, 5, au pluriel.Dans la séquence ḥnk ḥnk.w « présenter les briques-hének », dans une cérémonie de fondation ; cf. Harris, Minerals, p. 27.Peut-être dérivé de ḥnk « offrir, faire une offrande, présenter ».Voir également ḥnk.t « offrande, donation ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', None]"
ID 10130,ḥnk,"Published the Jul 24, 2023 at 11:48",validated,https://app.vega-lexique.fr/api/files/a0996472-6262-42c7-bce9-bc4684941b17.svg,Papyrusfloß,طَوْف ، قَارِب من البردي,"papyrus raft, skiff","radeau, nacelle de papyrus","Attesté seulement dans le temple solaire de Nyouserrê (cf. Edel, Wenig, Die Jahreszeitreliefs aus dem Sonnenheiligtum des Königs Ne-user-Re, MÄSB 7, 1974, pl. 11 ; 1re graphie) et dans la tombe d’Iimiséba (TT65 ; cf. fiche DZA 26.995.250 du Wb ; 2e graphie).Sur ce terme et la forme du déterminatif de la 1re graphie, voir Keimer « L’hiéroglyphe […] », ASAE 43, 1943, p. 183-189.Notamment dans la construction spj ḥnk « assembler un radeau de papyrus ». ","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None]"
